group_10297	,,group_10297
motA	PA14_65450,motA,motA
group_72478	,,group_72478
group_4789	,,group_4789
group_4788	,,group_4788
group_4785	PA14_59900,,group_4785
group_4784	,,group_4784
group_4787	,,group_4787
group_4786	,,group_4786
group_4781	,,group_4781
group_4780	,,group_4780
group_4783	,,group_4783
group_4782	,,group_4782
group_55381	,,group_55381
group_43531	,,group_43531
group_45038	,,group_45038
ydhC	PA14_50050,,ydhC
group_74360	,,group_74360
group_24161	,,group_24161
ydhV	,,ydhV
group_57836	,,group_57836
group_57837	,,group_57837
group_57834	,,group_57834
group_57835	,,group_57835
group_57832	,,group_57832
zitB	,,zitB
group_45312	,,group_45312
group_57831	,,group_57831
group_40893	,,group_40893
group_45318	,,group_45318
group_45319	,,group_45319
group_57838	,,group_57838
group_57839	,,group_57839
group_41404	,,group_41404
group_41405	,,group_41405
group_41406	,,group_41406
group_41902	,,group_41902
group_41400	,,group_41400
zitR	,,zitR
group_41402	,,group_41402
group_9075	,,group_9075
group_74068	,,group_74068
group_41408	,,group_41408
group_41409	,,group_41409
group_74265	,,group_74265
group_14820	,,group_14820
group_63575	,,group_63575
dhaA	,,dhaA
group_14823	,,group_14823
group_19812	,,group_19812
group_74266	,,group_74266
group_19810	,,group_19810
group_14827	,,group_14827
group_14828	PA14_35630,pslJ,group_14828
group_14829	PA14_35600,pslL,group_14829
group_41348	,,group_41348
wbpA_2	,,wbpA_2
group_59282	,,group_59282
group_19818	,,group_19818
group_19819	,,group_19819
group_4129	,,group_4129
group_12791	,,group_12791
group_12792	,,group_12792
group_12793	,,group_12793
group_12794	,,group_12794
group_12795	,,group_12795
group_12796	,,group_12796
group_12797	,,group_12797
group_4121	,,group_4121
group_12799	,,group_12799
group_4122	,,group_4122
group_4125	,,group_4125
yhbU_2	,,yhbU_2
group_4127	,,group_4127
group_4126	,,group_4126
group_60379	,,group_60379
group_30799	,,group_30799
group_57034	,,group_57034
group_62659	,,group_62659
group_32667	,,group_32667
group_1573	,,group_1573
group_1572	PA14_09810,,group_1572
group_1575	,,group_1575
group_1574	,,group_1574
group_1577	,,group_1577
group_1576	,,group_1576
thrC_2	,,thrC_2
group_1578	,,group_1578
group_43270	,,group_43270
group_56547	,,group_56547
group_73962	,,group_73962
group_29719	,,group_29719
group_33728	,,group_33728
group_33729	,,group_33729
group_57035	,,group_57035
group_73963	,,group_73963
group_33724	,,group_33724
group_33725	,,group_33725
group_33726	,,group_33726
group_33727	,,group_33727
group_33720	,,group_33720
group_33721	,,group_33721
group_33722	,,group_33722
group_33723	,,group_33723
group_71565	,,group_71565
group_73961	,,group_73961
kefF_3	,,kefF_3
group_48886	,,group_48886
group_44049	,,group_44049
group_44048	,,group_44048
gapA_2	,,gapA_2
group_48885	,,group_48885
gapA_1	,,gapA_1
group_44043	,,group_44043
group_44042	,,group_44042
group_44041	,,group_44041
group_44040	,,group_44040
group_44047	,,group_44047
group_44046	,,group_44046
group_44045	,,group_44045
group_64785	,,group_64785
group_40759	,,group_40759
group_28639	,,group_28639
group_40753	,,group_40753
group_40752	,,group_40752
group_28630	,,group_28630
group_28631	,,group_28631
group_40757	,,group_40757
group_28637	,,group_28637
group_40755	,,group_40755
group_40754	,,group_40754
group_33096	,,group_33096
group_51295	,,group_51295
group_33094	,,group_33094
group_33095	,,group_33095
group_33092	,,group_33092
group_33093	,,group_33093
group_56019	,,group_56019
group_33091	,,group_33091
group_49687	,,group_49687
group_26576	,,group_26576
group_26575	,,group_26575
group_26574	,,group_26574
group_26573	,,group_26573
group_26572	,,group_26572
group_26571	,,group_26571
group_33099	,,group_33099
group_52929	,,group_52929
group_52928	,,group_52928
group_22407	,,group_22407
group_22406	,,group_22406
group_52925	,,group_52925
group_52924	,,group_52924
group_52923	,,group_52923
group_52922	,,group_52922
group_52921	,,group_52921
group_52920	,,group_52920
group_13447	PA14_07660,,group_13447
group_13446	PA14_07630,,group_13446
group_13444	PA14_07360,,group_13444
group_13443	PA14_07355,,group_13443
group_2100	,,group_2100
group_74402	,,group_74402
group_2103	,,group_2103
group_13448	PA14_07680,prkA,group_13448
group_14798	,,group_14798
group_5734	,,group_5734
group_14792	,,group_14792
group_2105	,,group_2105
group_14790	,,group_14790
group_14791	,,group_14791
group_14796	,,group_14796
group_14797	,,group_14797
group_14794	,,group_14794
group_5732	,,group_5732
group_59593	,,group_59593
group_59592	,,group_59592
group_59591	,,group_59591
group_59590	,,group_59590
group_59597	,,group_59597
group_5731	,,group_5731
group_74403	,,group_74403
group_59594	,,group_59594
group_69704	,,group_69704
group_59599	,,group_59599
group_59598	,,group_59598
group_62719	,,group_62719
group_71989	,,group_71989
group_60509	,,group_60509
group_39215	,,group_39215
group_18028	,,group_18028
group_18029	,,group_18029
group_18024	,,group_18024
group_18025	,,group_18025
group_18026	,,group_18026
group_18027	,,group_18027
group_18020	,,group_18020
group_18021	,,group_18021
group_18022	,,group_18022
group_18023	,,group_18023
group_10230	,,group_10230
group_10233	,,group_10233
group_10232	,,group_10232
group_10235	,,group_10235
group_10234	,,group_10234
group_10237	,,group_10237
group_10236	,,group_10236
group_10239	,,group_10239
group_10238	,,group_10238
bphB_2	,,bphB_2
group_24087	,,group_24087
group_54091	,,group_54091
group_62864	,,group_62864
mrdA_3	,,mrdA_3
group_858	PA14_59470,,group_858
group_859	,,group_859
group_852	,,group_852
group_853	,,group_853
group_850	PA14_47930,,group_850
group_851	PA14_59000,,group_851
group_856	,,group_856
group_857	,,group_857
group_854	,,group_854
group_855	,,group_855
group_18796	,,group_18796
group_18797	,,group_18797
group_18794	,,group_18794
group_18795	,,group_18795
group_18792	,,group_18792
group_18793	,,group_18793
group_18790	,,group_18790
group_18791	,,group_18791
group_47168	,,group_47168
dhmA1	,,dhmA1
group_62867	,,group_62867
group_18798	,,group_18798
group_18799	,,group_18799
group_74406	,,group_74406
group_68294	,,group_68294
group_66629	,,group_66629
group_54518	,,group_54518
group_20930	,,group_20930
group_20933	,,group_20933
group_20932	,,group_20932
group_20935	,,group_20935
group_20934	,,group_20934
group_51748	,,group_51748
group_20936	,,group_20936
group_51746	,,group_51746
group_20938	,,group_20938
group_51744	,,group_51744
group_51745	,,group_51745
group_54514	,,group_54514
group_51743	,,group_51743
group_54516	,,group_54516
group_54517	,,group_54517
group_52219	,,group_52219
group_52218	,,group_52218
uctC	PA14_52870,,uctC
group_52215	,,group_52215
group_52214	,,group_52214
group_52217	,,group_52217
group_52216	,,group_52216
group_52211	,,group_52211
group_52210	,,group_52210
group_52213	,,group_52213
group_52212	,,group_52212
group_15463	,,group_15463
group_15462	,,group_15462
impA	PA14_07430,,impA
group_10499	,,group_10499
group_15466	,,group_15466
group_15465	,,group_15465
group_15464	,,group_15464
group_10495	,,group_10495
group_10494	,,group_10494
group_15469	,,group_15469
group_15468	,,group_15468
group_10491	,,group_10491
group_10490	,,group_10490
group_10493	,,group_10493
group_10492	,,group_10492
mdlY	,,mdlY
group_19772	,,group_19772
group_19771	,,group_19771
group_19770	,,group_19770
group_19776	,,group_19776
group_19775	,,group_19775
group_19774	,,group_19774
group_19779	,,group_19779
group_19778	,,group_19778
group_63332	,,group_63332
group_66626	,,group_66626
group_11540	,,group_11540
group_11541	,,group_11541
group_11542	,,group_11542
group_11543	,,group_11543
group_11544	,,group_11544
group_11545	,,group_11545
group_11546	,,group_11546
group_11547	,,group_11547
group_65048	,,group_65048
group_11549	,,group_11549
group_66624	,,group_66624
linC	PA14_43180,,linC
group_58008	,,group_58008
group_45835	,,group_45835
group_71521	,,group_71521
group_12897	,,group_12897
group_12896	,,group_12896
group_24946	,,group_24946
group_12894	,,group_12894
group_24940	,,group_24940
group_12892	,,group_12892
group_24943	,,group_24943
group_24948	,,group_24948
group_24949	,,group_24949
group_12899	,,group_12899
group_12898	,,group_12898
group_74350	,,group_74350
group_74351	,,group_74351
group_74352	,,group_74352
group_74353	,,group_74353
psrA	,,psrA
group_74355	,,group_74355
group_74356	,,group_74356
group_74357	,,group_74357
group_74358	,,group_74358
group_74359	,,group_74359
group_34318	,,group_34318
group_71980	,,group_71980
ycgZ	,,ycgZ
group_64039	,,group_64039
group_71528	,,group_71528
group_66534	,,group_66534
group_30796	,,group_30796
group_65935	,,group_65935
group_71529	,,group_71529
group_73311	,,group_73311
ycgJ	,,ycgJ
mrdA_5	,,mrdA_5
ycgL	PA14_47450,ycgL,ycgL
group_73310	,,group_73310
group_5726	,,group_5726
group_25040	,,group_25040
group_71981	,,group_71981
group_20117	,,group_20117
group_74688	,,group_74688
group_74689	,,group_74689
group_61142	,,group_61142
group_71645	,,group_71645
group_73315	,,group_73315
group_74680	,,group_74680
group_74686	,,group_74686
group_74687	,,group_74687
group_73314	,,group_73314
group_34310	,,group_34310
mrdA_4	,,mrdA_4
group_64312	,,group_64312
group_73317	,,group_73317
group_34311	,,group_34311
group_61147	,,group_61147
group_73316	,,group_73316
group_69536	,,group_69536
group_71986	,,group_71986
group_50432	,,group_50432
group_20067	,,group_20067
group_20066	,,group_20066
group_20065	,,group_20065
group_20064	,,group_20064
group_20063	,,group_20063
group_20062	,,group_20062
group_20061	,,group_20061
group_20060	,,group_20060
group_64229	,,group_64229
group_64228	,,group_64228
group_61619	,,group_61619
group_61618	,,group_61618
group_50509	,,group_50509
group_20068	,,group_20068
group_26894	,,group_26894
group_26895	,,group_26895
group_26896	,,group_26896
group_26897	,,group_26897
hslR_2	,,hslR_2
group_26891	,,group_26891
group_26892	,,group_26892
group_26893	,,group_26893
group_10636	,,group_10636
msuE	PA14_34180,msuE,msuE
group_34317	,,group_34317
group_26898	,,group_26898
fabV_2	,,fabV_2
group_43346	,,group_43346
group_68737	,,group_68737
group_68736	,,group_68736
group_68735	,,group_68735
group_68734	,,group_68734
group_58169	,,group_58169
group_68732	,,group_68732
group_68731	,,group_68731
group_68730	,,group_68730
group_6408	,,group_6408
group_68739	,,group_68739
group_68738	,,group_68738
group_34915	,,group_34915
group_45834	,,group_45834
group_20119	,,group_20119
bsdC	,,bsdC
group_50438	,,group_50438
group_67629	,,group_67629
atpD_2	,,atpD_2
group_34913	,,group_34913
group_75087	,,group_75087
group_73390	,,group_73390
group_58168	,,group_58168
codB	PA14_05700,codB,codB
group_75082	,,group_75082
group_56828	,,group_56828
codA	PA14_05690,codA,codA
group_56826	,,group_56826
group_56827	,,group_56827
group_56824	,,group_56824
group_56825	,,group_56825
group_56822	,,group_56822
group_69332	,,group_69332
group_75089	,,group_75089
group_75088	,,group_75088
group_69333	,,group_69333
group_72415	,,group_72415
group_71985	,,group_71985
group_69334	,,group_69334
prmC_2	,,prmC_2
group_69335	,,group_69335
group_13858	,,group_13858
group_13859	,,group_13859
group_69336	,,group_69336
group_18808	,,group_18808
group_18809	,,group_18809
group_13850	,,group_13850
group_13851	,,group_13851
group_13852	,,group_13852
group_13853	,,group_13853
group_13854	,,group_13854
group_13855	,,group_13855
group_13856	,,group_13856
group_13857	,,group_13857
group_75559	,,group_75559
dsbB_1	PA14_69400,dsbH,dsbB_1
dsbB_2	PA14_07000,dsbB,dsbB_2
dsbB_3	,,dsbB_3
rplQ_2	,,rplQ_2
group_35675	,,group_35675
group_75551	,,group_75551
group_75550	,,group_75550
group_75553	,,group_75553
hcpC_4	,,hcpC_4
group_75555	,,group_75555
group_75554	,,group_75554
group_75557	,,group_75557
group_75556	,,group_75556
group_42950	,,group_42950
group_42953	,,group_42953
group_47683	,,group_47683
group_56222	,,group_56222
group_36223	,,group_36223
group_56805	,,group_56805
group_62901	,,group_62901
group_42951	,,group_42951
group_47685	,,group_47685
group_67750	,,group_67750
group_67751	,,group_67751
group_67752	,,group_67752
group_67753	,,group_67753
group_72688	,,group_72688
group_36923	,,group_36923
group_67756	,,group_67756
group_67757	,,group_67757
group_72684	,,group_72684
group_72685	,,group_72685
group_72686	,,group_72686
group_72687	,,group_72687
group_72680	,,group_72680
group_72681	,,group_72681
group_72682	,,group_72682
group_72683	,,group_72683
group_65668	,,group_65668
group_66484	,,group_66484
group_66483	,,group_66483
group_42955	,,group_42955
group_66481	,,group_66481
group_66480	,,group_66480
group_65662	,,group_65662
group_65663	,,group_65663
group_65660	,,group_65660
group_65661	,,group_65661
group_66489	,,group_66489
group_65665	,,group_65665
group_19875	,,group_19875
group_38708	,,group_38708
birA	PA14_08620,birA,birA
group_38702	,,group_38702
group_69423	,,group_69423
group_38700	,,group_38700
group_42956	,,group_42956
group_38706	,,group_38706
group_38705	,,group_38705
group_38704	,,group_38704
group_67288	,,group_67288
group_42958	,,group_42958
group_53407	,,group_53407
group_67282	,,group_67282
group_67283	,,group_67283
group_67280	,,group_67280
group_67281	,,group_67281
group_67286	,,group_67286
group_67287	,,group_67287
group_67284	,,group_67284
group_67285	,,group_67285
group_60254	,,group_60254
group_60255	,,group_60255
group_60256	,,group_60256
group_60257	,,group_60257
group_60250	,,group_60250
group_60251	,,group_60251
group_60252	,,group_60252
group_39259	,,group_39259
group_39256	,,group_39256
group_39257	,,group_39257
group_39254	,,group_39254
group_21816	,,group_21816
group_39252	,,group_39252
group_39253	,,group_39253
group_21813	,,group_21813
group_21812	,,group_21812
group_60728	,,group_60728
group_66296	,,group_66296
group_58632	,,group_58632
group_37598	,,group_37598
group_53406	,,group_53406
group_65594	,,group_65594
group_58635	,,group_58635
group_65596	,,group_65596
group_65590	,,group_65590
group_65591	,,group_65591
group_65592	,,group_65592
group_65593	,,group_65593
group_27307	,,group_27307
group_31820	,,group_31820
group_31823	,,group_31823
group_31822	,,group_31822
group_31825	,,group_31825
group_27302	,,group_27302
group_63507	,,group_63507
group_31826	,,group_31826
group_31829	,,group_31829
group_31828	,,group_31828
group_60729	,,group_60729
group_27308	,,group_27308
ophA1	,,ophA1
group_49592	,,group_49592
group_66290	,,group_66290
group_59113	,,group_59113
group_72021	,,group_72021
group_72022	,,group_72022
group_72023	,,group_72023
group_72024	,,group_72024
group_49590	,,group_49590
group_72026	,,group_72026
group_72027	,,group_72027
group_20401	,,group_20401
group_44343	,,group_44343
group_30453	,,group_30453
group_44982	,,group_44982
group_44345	,,group_44345
group_53404	,,group_53404
group_1464	,,group_1464
group_30451	,,group_30451
group_1463	,,group_1463
group_49595	,,group_49595
group_1462	,,group_1462
group_29210	,,group_29210
group_20407	,,group_20407
ybaL_4	,,ybaL_4
group_20406	,,group_20406
group_51669	,,group_51669
atl_2	,,atl_2
group_37472	,,group_37472
group_29214	,,group_29214
group_57922	,,group_57922
group_47460	,,group_47460
ndmB	,,ndmB
spsB	,,spsB
group_66151	,,group_66151
group_66150	,,group_66150
group_66152	,,group_66152
group_66155	,,group_66155
group_66154	,,group_66154
group_66156	,,group_66156
group_25953	,,group_25953
group_73649	,,group_73649
group_73648	,,group_73648
group_73647	,,group_73647
group_73646	,,group_73646
group_73645	,,group_73645
group_73643	,,group_73643
group_73642	,,group_73642
group_51235	,,group_51235
group_73640	,,group_73640
group_64157	,,group_64157
group_13120	,,group_13120
group_53401	,,group_53401
group_62670	,,group_62670
group_62671	,,group_62671
group_62672	,,group_62672
group_62673	,,group_62673
group_62674	,,group_62674
group_62675	,,group_62675
group_62676	,,group_62676
group_62677	,,group_62677
argE_2	PA14_71180,,argE_2
group_42746	,,group_42746
argE_1	PA14_68770,argE,argE_1
group_28233	,,group_28233
group_13121	,,group_13121
fadH_1	,,fadH_1
fadH_2	PA14_26730,,fadH_2
fadH_3	PA14_63640,fadH2,fadH_3
fadH_4	,,fadH_4
nlpD_3	,,nlpD_3
cysK_2	,,cysK_2
group_54502	,,group_54502
csaA_1	,,csaA_1
group_42747	,,group_42747
group_61499	,,group_61499
group_13122	,,group_13122
group_38092	,,group_38092
group_60727	,,group_60727
group_36882	,,group_36882
group_36883	,,group_36883
group_36881	,,group_36881
group_36886	,,group_36886
group_47165	,,group_47165
group_47164	,,group_47164
group_47167	,,group_47167
group_47166	,,group_47166
ndhC_2	PA14_40160,nuoA,ndhC_2
group_47160	,,group_47160
group_47163	,,group_47163
ndhC_1	PA14_30020,nuoA,ndhC_1
