@Pseudomonas_aeruginosa_PA14|NC_008463|6537649
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name	Product_Name
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22720	CDS	1976148	1976624	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22730	CDS	1976668	1978005	-		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22740	CDS	1978120	1978560	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22760	CDS	1978689	1979366	-	cpxR	putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22770	CDS	1979377	1979745	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22780	CDS	1979921	1980220	-	yciI	YciI-like_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22800	CDS	1980222	1980809	-	yciB	intracellular_septation_protein_A
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22820	CDS	1981024	1981911	+	yciV	PHP_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22830	CDS	1981908	1982537	+	yciO	SUA5/yciO/yrdC_family:Sua5/YciO/YrdC/YwlC_family_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22840	CDS	1982710	1983462	+	ypuG	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22860	CDS	1983607	1984599	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22870	CDS	1984681	1985211	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22880	CDS	1985296	1985508	+		putative_Fe-S_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22890	CDS	1985515	1986519	-	gapA	glyceraldehyde-3-phosphate_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22910	CDS	1986649	1988475	+	edd	phosphogluconate_dehydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22930	CDS	1988578	1989573	+	glk	glucokinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22940	CDS	1989608	1990336	+	gltR	two-component_response_regulator_GltR
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22960	CDS	1990360	1991781	+		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22980	CDS	1992306	1993568	+	gltB	putative_binding_protein_component_of_ABC_sugar_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_22990	CDS	1993669	1994601	+	gltF	putative_permease_of_ABC_sugar_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23000	CDS	1994594	1995439	+	gltG	putative_permease_of_ABC_sugar_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23010	CDS	1995472	1996632	+	gltK	putative_ATP-binding_component_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23030	CDS	1996676	1998040	+	oprB	glucose/carbohydrate_outer_membrane_porin_OprB_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23050	CDS	1998255	1999106	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23060	CDS	1999115	1999972	-	hexR	DNA-binding_transcriptional_regulator_HexR
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23070	CDS	2000159	2001628	+	zwf	glucose-6-phosphate_1-dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23080	CDS	2001615	2002331	+	pgl	6-phosphogluconolactonase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23090	CDS	2002349	2003011	+	edaA	keto-hydroxyglutarate-aldolase/keto-deoxy-_phosphogluconate_aldolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23100	CDS	2003101	2003538	-	mutT	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23110	CDS	2003686	2004846	+	yciL	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23120	CDS	2004939	2005316	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23130	CDS	2005423	2006346	-		sensory_box_GGDEF_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23160	CDS	2006575	2007789	-	gltS	glutamate/sodium_ion_symporter,_GltS
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23170	CDS	2007828	2008763	-	hutG	formimidoylglutamase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23190	CDS	2008779	2009507	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23200	CDS	2009666	2010406	-	yciK	short_chain_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23210	CDS	2010471	2011151	-		phosphoglycolate_phosphatase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23220	CDS	2011148	2011846	-	ubiG	3-demethylubiquinone-9_3-methyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23240	CDS	2011997	2013331	-		N-ethylammeline_chlorohydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23250	CDS	2013441	2014517	+	mtnA	methylthioribose-1-phosphate_isomerase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23260	CDS	2014754	2017519	+	gyrA	DNA_gyrase_subunit_A
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23270	CDS	2017607	2018692	+	serC	phosphoserine_aminotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23280	CDS	2018692	2019789	+	pheA	chorismate_mutase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23290	CDS	2019858	2020967	+	hisC2	histidinol-phosphate_aminotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23310	CDS	2020960	2023200	+		bifunctional_cyclohexadienyl_dehydrogenase/_3-phosphoshikimate_1-carboxyvinyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23320	CDS	2023200	2023889	+	cmk	cytidylate_kinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23330	CDS	2024157	2025836	+	rpsA	30S_ribosomal_protein_S1
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23340	CDS	2025973	2026257	+	ihfB	integration_host_factor_subunit_beta
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23350	CDS	2026291	2026590	+	orfA	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23360	CDS	2026846	2027928	+	wzz	O-antigen_chain_length_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23370	CDS	2028084	2029220	+	orfK	putative_UDP-N-acetylglucosamine_2-epimerase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23380	CDS	2029301	2030569	+	orfH	UDP-N-acetyl-D-mannosaminuronate_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23390	CDS	2030647	2031909	+	orfE	putative_polysaccharide_biosynthesis_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23400	CDS	2031887	2033236	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23410	CDS	2033233	2034075	+	orfJ	putative_glycosyl_transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23420	CDS	2034189	2036357	+		putative_zinc-binding_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23430	CDS	2036366	2038018	+		putative_heparinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23440	CDS	2038087	2039199	+	orfL	putative_group_1_glycosyl_transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23450	CDS	2039196	2040149	+	orfM	putative_NAD_dependent_epimerase/dehydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23460	CDS	2040149	2041165	+	orfN	putative_group_4_glycosyl_transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23470	CDS	2041610	2043607	+	wbpM	nucleotide_sugar_epimerase/dehydratase_WbpM
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23480	CDS	2043798	2044127	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23490	tRNA	2044203	2044275	-		tRNA-Asn
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23500	CDS	2044344	2045540	-	tyrB	aromatic_amino_acid_aminotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23510	CDS	2045728	2047740	+	uvrB	excinuclease_ABC_subunit_B
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23520	CDS	2047744	2049243	-		putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23530	CDS	2049293	2050360	-	mdr	putative_secretion_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23540	CDS	2050430	2051350	+	act	putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23560	CDS	2051388	2052872	+	gltx	glutamyl-tRNA_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA3133.2	tRNA	2053074	2053149	+		tRNA-Ala
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA3133.1	tRNA	2053198	2053273	+		tRNA-Glu
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23570	tRNA	2053367	2053439	+		tRNA-Ala
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23580	tRNA	2053489	2053561	+		tRNA-Glu
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23590	CDS	2053723	2054265	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23610	CDS	2054277	2055134	+		putative_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23620	CDS	2055247	2055894	+	kdgA	putative_aldolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23630	CDS	2055894	2056331	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23640	CDS	2056424	2057383	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23650	CDS	2057398	2058144	-	ygfF	short_chain_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23670	CDS	2058161	2058964	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23680	CDS	2059122	2059571	+	ibpA	heat-shock_protein_IbpA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23690	CDS	2059615	2060943	-		putative_secreted_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23700	CDS	2061055	2061966	+		LysR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23720	CDS	2062046	2062423	+		putative_translation_initiation_inhibitor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23730	CDS	2062516	2063409	-		LysR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23750	CDS	2063572	2064996	+	leuC	isopropylmalate_isomerase_large_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23760	CDS	2065008	2065646	+	leuD	isopropylmalate_isomerase_small_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23770	CDS	2065916	2066479	+	yafE	putative_biotin_synthesis_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23790	CDS	2066538	2067620	+	leuB	3-isopropylmalate_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23800	CDS	2067690	2068802	+	asd	aspartate-semialdehyde_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23810	CDS	2068904	2069914	+		aspartate-semialdehyde_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23830	CDS	2070083	2072857	+	fimV	pilus_assembly_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23840	CDS	2072879	2073736	+	truA	tRNA_pseudouridine_synthase_A
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23850	CDS	2073825	2074460	+	trpF	N-(5'-phosphoribosyl)anthranilate_isomerase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23860	CDS	2074729	2075601	+	accD	acetyl-CoA_carboxylase_subunit_beta
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23880	CDS	2075598	2076887	+	folC	folylpolyglutamate_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23890	CDS	2076891	2077538	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23900	CDS	2077612	2078154	+	cvpA	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23920	CDS	2078376	2079881	+	purF	amidophosphoribosyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23930	CDS	2079898	2081109	+	metZ	o-succinylhomoserine_sulfhydrylase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23950	CDS	2081106	2081873	+		oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23970	CDS	2081960	2083936	-	xcpQ	general_secretion_pathway_protein_D
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23980	CDS	2083941	2084648	-	xcpP	secretion_protein_XcpP
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_23990	CDS	2084868	2086376	+	xcpR	general_secretion_pathway_protein_E
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24010	CDS	2086376	2087593	+	xcpS	general_secretion_pathway_protein_F
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24020	CDS	2087598	2088044	+	xcpT	general_secretion_pathway_protein_G
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24040	CDS	2088051	2088569	+	xcpU	general_secretion_pathway_outer_membrane_protein_H_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24050	CDS	2088566	2088955	+	xcpV	general_secretion_pathway_protein_I
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24060	CDS	2088952	2089665	+	xcpW	general_secretion_pathway_protein_J
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24070	CDS	2089662	2090663	+	xcpX	general_secretion_pathway_protein_K
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24080	CDS	2090660	2091808	+	xcpY	general_secretion_pathway_protein_L
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24100	CDS	2091810	2092334	+	xcpZ	general_secretion_pathway_protein_M
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24110	tRNA	2092473	2092545	+		tRNA-Val
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24120	tRNA	2092565	2092638	+		tRNA-Asp
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24130	tRNA	2092756	2092829	+		tRNA-Asp
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24140	CDS	2093120	2094157	-		AraC_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24150	CDS	2094154	2095272	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24170	CDS	2095487	2097526	+	fadH1	2,4-dienoyl-CoA_reductase_FadH1
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24180	CDS	2097863	2099302	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24190	CDS	2099307	2100239	+		putative_1-aminocyclopropane-1-carboxylate_deaminase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24210	CDS	2100240	2101205	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24220	CDS	2101330	2102217	+	ppnK	inorganic_polyphosphate/ATP-NAD_kinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24230	CDS	2102217	2103197	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24240	CDS	2103194	2104054	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24245	CDS	2104138	2104401	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24260	CDS	2104434	2105234	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24270	CDS	2105253	2107910	+	pepN	aminopeptidase_N
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24290	CDS	2108357	2110321	+	gbt	glycine_betaine_transmethylase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24300	CDS	2110380	2111747	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24310	CDS	2111927	2113024	+		BNR/Asp-box_repeat-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24330	CDS	2113036	2115417	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24340	CDS	2115489	2116784	-		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24350	CDS	2116781	2117452	-		putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24360	CDS	2117776	2120700	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24370	CDS	2120707	2121786	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24380	CDS	2121840	2123471	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24390	CDS	2123468	2125228	-		TPR_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24400	CDS	2125225	2126247	-		von_Willebrand_factor_type_A_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24410	CDS	2126240	2126734	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24420	CDS	2126731	2127669	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24430	CDS	2127680	2128660	-	moxR	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24440	CDS	2129153	2129770	+		putative_lipoprotein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24445	CDS	2130044	2134906	+	gdhB	NAD-dependent_glutamate_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24480	CDS	2135468	2138314	+	pelA	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24490	CDS	2138292	2141873	+	pelB	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24500	CDS	2141913	2142431	+	pelC	putative_lipoprotein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24510	CDS	2142437	2143804	+	pelD	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24530	CDS	2143782	2144771	+	pelE	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24550	CDS	2144768	2146291	+	pelF	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24560	CDS	2146293	2147663	+	pelG	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24570	CDS	2147704	2147934	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24580	CDS	2148060	2148536	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24590	CDS	2148574	2149050	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24600	CDS	2149167	2151071	-		putative_carboxypeptidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24610	CDS	2151239	2152240	-		putative_hydrolytic_enzyme
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24620	CDS	2152312	2153292	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24630	CDS	2153286	2153567	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24640	CDS	2153624	2154652	+	pyrD	dihydroorotate_dehydrogenase_2
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24650	CDS	2154740	2154952	-	rmf	ribosome_modulation_factor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24665	CDS	2155414	2156517	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24675	CDS	2156561	2157592	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24690	CDS	2157662	2159092	-	dacB	putative_D-alanyl-D-alanine_carboxypeptidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24700	CDS	2159403	2159747	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24710	CDS	2160174	2160797	+		putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24720	CDS	2160811	2163036	+		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24730	CDS	2163047	2164378	-		deoxyguanosinetriphosphate_triphosphohydrolase-like_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24740	CDS	2164495	2164818	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24760	CDS	2164832	2165212	-	yqjE	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24770	CDS	2165216	2165545	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24780	CDS	2165841	2167223	+		putative_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24790	CDS	2167408	2168673	-	opdQ	putative_outer_membrane_porin
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24810	CDS	2168842	2169708	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24820	CDS	2169708	2170640	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24830	CDS	2170657	2171253	-		putative_glutathione_S-transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24840	CDS	2171419	2171976	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24850	CDS	2171983	2172261	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24860	CDS	2172628	2174031	+	snr1	cytochrome_c_Snr1
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24870	tRNA	2174092	2174165	-		tRNA-Pro
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24880	CDS	2174319	2174540	-		putative_lipoprotein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24890	CDS	2174672	2175268	-	mobA	molybdopterin-guanine_dinucleotide_biosynthesis_protein_MobA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24900	CDS	2175335	2175874	+	moaB2	molybdopterin_biosynthetic_protein_B2
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24910	CDS	2175871	2177088	+	moeA2	molybdenum_cofactor_biosynthesis_protein_A2
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24920	CDS	2177117	2178148	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24940	CDS	2178325	2179920	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24950	CDS	2180121	2181506	+	glpD2	putative_FAD-dependent_glycerol-3-phosphate_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24960	CDS	2181527	2183086	+		putative_carbohydrate_kinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24970	CDS	2183161	2184069	+	yegS	lipid_kinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_24980	CDS	2184172	2184978	+		hypothetical_protein
